Event,Time,L1,L2,H,Server Available,Queue Size,Process Time,Queue Contents
L2 queued,399.66,400.18,399.78,400.65,false,1925,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,399.78,400.18,399.84,400.65,false,1926,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,399.84,400.18,400.12,400.65,false,1927,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,400.12,400.18,400.75,400.65,false,1928,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,400.18,400.72,400.75,400.65,false,1929,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,400.65,400.72,400.75,402.48,true,1928,1.84,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,400.72,400.90,400.75,402.48,false,1929,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,400.75,400.90,401.29,402.48,false,1930,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,400.90,401.02,401.29,402.48,false,1931,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,401.02,402.64,401.29,402.48,false,1932,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,401.29,402.64,401.68,402.48,false,1933,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,401.68,402.64,402.08,402.48,false,1934,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,402.08,402.64,402.10,402.48,false,1935,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,402.10,402.64,402.24,402.48,false,1936,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,402.24,402.64,402.42,402.48,false,1937,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,402.42,402.64,402.61,402.48,false,1938,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,402.48,402.64,402.61,403.94,true,1937,1.45,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,402.61,402.64,402.69,403.94,false,1938,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,402.64,403.52,402.69,403.94,false,1939,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,402.69,403.52,402.97,403.94,false,1940,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,402.97,403.52,403.02,403.94,false,1941,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,403.02,403.52,403.02,403.94,false,1942,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,403.02,403.52,403.04,403.94,false,1943,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,403.04,403.52,403.17,403.94,false,1944,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,403.17,403.52,403.21,403.94,false,1945,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,403.21,403.52,403.67,403.94,false,1946,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,403.52,403.90,403.67,403.94,false,1947,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,403.67,403.90,403.73,403.94,false,1948,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,403.73,403.90,403.97,403.94,false,1949,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,403.90,404.50,403.97,403.94,false,1950,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,403.94,404.50,403.97,405.95,true,1949,2.01,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,403.97,404.50,404.37,405.95,false,1950,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,404.37,404.50,404.60,405.95,false,1951,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,404.50,405.04,404.60,405.95,false,1952,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,404.60,405.04,404.69,405.95,false,1953,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,404.69,405.04,405.45,405.95,false,1954,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,405.04,405.47,405.45,405.95,false,1955,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,405.45,405.47,405.56,405.95,false,1956,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,405.47,405.83,405.56,405.95,false,1957,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,405.56,405.83,405.90,405.95,false,1958,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,405.83,405.91,405.90,405.95,false,1959,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,405.90,405.91,406.04,405.95,false,1960,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,405.91,406.98,406.04,405.95,false,1961,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,405.95,406.98,406.04,408.27,true,1960,2.32,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,406.04,406.98,406.07,408.27,false,1961,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,406.07,406.98,406.25,408.27,false,1962,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,406.25,406.98,406.69,408.27,false,1963,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,406.69,406.98,407.02,408.27,false,1964,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,406.98,407.10,407.02,408.27,false,1965,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,407.02,407.10,407.39,408.27,false,1966,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,407.10,407.60,407.39,408.27,false,1967,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,407.39,407.60,407.93,408.27,false,1968,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,407.60,408.72,407.93,408.27,false,1969,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,407.93,408.72,408.06,408.27,false,1970,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,408.06,408.72,408.37,408.27,false,1971,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,408.27,408.72,408.37,410.71,true,1970,2.44,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,408.37,408.72,408.44,410.71,false,1971,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,408.44,408.72,408.52,410.71,false,1972,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,408.52,408.72,408.79,410.71,false,1973,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,408.72,409.30,408.79,410.71,false,1974,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,408.79,409.30,409.17,410.71,false,1975,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,409.17,409.30,409.30,410.71,false,1976,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,409.30,409.42,409.30,410.71,false,1977,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,409.30,409.42,409.32,410.71,false,1978,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,409.32,409.42,409.33,410.71,false,1979,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,409.33,409.42,409.51,410.71,false,1980,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,409.42,410.12,409.51,410.71,false,1981,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,409.51,410.12,409.72,410.71,false,1982,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,409.72,410.12,410.02,410.71,false,1983,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,410.02,410.12,410.05,410.71,false,1984,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,410.05,410.12,410.12,410.71,false,1985,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,410.12,410.12,410.23,410.71,false,1986,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,410.12,411.14,410.23,410.71,false,1987,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,410.23,411.14,411.09,410.71,false,1988,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,410.71,411.14,411.09,412.76,true,1987,2.05,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,411.09,411.14,411.56,412.76,false,1988,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,411.14,411.89,411.56,412.76,false,1989,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,411.56,411.89,411.57,412.76,false,1990,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,411.57,411.89,411.86,412.76,false,1991,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,411.86,411.89,411.98,412.76,false,1992,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,411.89,413.72,411.98,412.76,false,1993,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,411.98,413.72,412.00,412.76,false,1994,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,412.00,413.72,412.49,412.76,false,1995,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,412.49,413.72,413.69,412.76,false,1996,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,412.76,413.72,413.69,415.04,true,1995,2.28,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,413.69,413.72,413.71,415.04,false,1996,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,413.71,413.72,413.77,415.04,false,1997,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,413.72,415.60,413.77,415.04,false,1998,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,413.77,415.60,414.12,415.04,false,1999,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,414.12,415.60,414.50,415.04,false,2000,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,414.50,415.60,414.64,415.04,false,2001,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,414.64,415.60,414.64,415.04,false,2002,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,414.64,415.60,414.95,415.04,false,2003,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,414.95,415.60,415.05,415.04,false,2004,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,415.04,415.60,415.05,417.37,true,2003,2.33,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,415.05,415.60,415.77,417.37,false,2004,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,415.60,415.82,415.77,417.37,false,2005,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,415.77,415.82,415.81,417.37,false,2006,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,415.81,415.82,415.84,417.37,false,2007,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,415.82,417.34,415.84,417.37,false,2008,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,415.84,417.34,415.94,417.37,false,2009,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,415.94,417.34,416.11,417.37,false,2010,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,416.11,417.34,416.13,417.37,false,2011,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,416.13,417.34,416.32,417.37,false,2012,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,416.32,417.34,416.80,417.37,false,2013,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,416.80,417.34,417.55,417.37,false,2014,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,417.34,417.46,417.55,417.37,false,2015,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,417.37,417.46,417.55,419.17,true,2014,1.80,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,417.46,417.62,417.55,419.17,false,2015,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,417.55,417.62,417.66,419.17,false,2016,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,417.62,418.24,417.66,419.17,false,2017,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,417.66,418.24,417.72,419.17,false,2018,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,417.72,418.24,417.72,419.17,false,2019,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,417.72,418.24,418.10,419.17,false,2020,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,418.10,418.24,418.55,419.17,false,2021,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,418.24,418.64,418.55,419.17,false,2022,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,418.55,418.64,418.57,419.17,false,2023,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,418.57,418.64,418.66,419.17,false,2024,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,418.64,418.91,418.66,419.17,false,2025,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,418.66,418.91,419.22,419.17,false,2026,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,418.91,419.10,419.22,419.17,false,2027,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,419.10,419.46,419.22,419.17,false,2028,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,419.17,419.46,419.22,420.88,true,2027,1.71,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,419.22,419.46,419.24,420.88,false,2028,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,419.24,419.46,419.39,420.88,false,2029,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,419.39,419.46,419.41,420.88,false,2030,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,419.41,419.46,419.66,420.88,false,2031,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,419.46,419.73,419.66,420.88,false,2032,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,419.66,419.73,421.30,420.88,false,2033,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,419.73,421.08,421.30,420.88,false,2034,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,420.88,421.08,421.30,422.75,true,2033,1.86,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,421.08,423.44,421.30,422.75,false,2034,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,421.30,423.44,421.71,422.75,false,2035,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,421.71,423.44,422.11,422.75,false,2036,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,422.11,423.44,422.14,422.75,false,2037,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,422.14,423.44,422.35,422.75,false,2038,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,422.35,423.44,422.94,422.75,false,2039,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,422.75,423.44,422.94,424.38,true,2038,1.64,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,422.94,423.44,423.25,424.38,false,2039,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,423.25,423.44,423.27,424.38,false,2040,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,423.27,423.44,423.50,424.38,false,2041,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,423.44,425.95,423.50,424.38,false,2042,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,423.50,425.95,423.60,424.38,false,2043,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,423.60,425.95,423.78,424.38,false,2044,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,423.78,425.95,423.85,424.38,false,2045,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,423.85,425.95,424.06,424.38,false,2046,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,424.06,425.95,424.29,424.38,false,2047,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,424.29,425.95,424.45,424.38,false,2048,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,424.38,425.95,424.45,426.61,true,2047,2.23,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,424.45,425.95,425.03,426.61,false,2048,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,425.03,425.95,425.21,426.61,false,2049,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,425.21,425.95,425.26,426.61,false,2050,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,425.26,425.95,425.48,426.61,false,2051,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,425.48,425.95,425.71,426.61,false,2052,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,425.71,425.95,425.75,426.61,false,2053,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,425.75,425.95,425.85,426.61,false,2054,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,425.85,425.95,426.10,426.61,false,2055,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,425.95,426.54,426.10,426.61,false,2056,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,426.10,426.54,426.14,426.61,false,2057,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,426.14,426.54,426.27,426.61,false,2058,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,426.27,426.54,426.27,426.61,false,2059,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,426.27,426.54,426.29,426.61,false,2060,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,426.29,426.54,426.36,426.61,false,2061,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,426.36,426.54,426.65,426.61,false,2062,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,426.54,427.71,426.65,426.61,false,2063,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,426.61,427.71,426.65,428.70,true,2062,2.08,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,426.65,427.71,426.83,428.70,false,2063,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,426.83,427.71,427.17,428.70,false,2064,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,427.17,427.71,427.35,428.70,false,2065,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,427.35,427.71,427.72,428.70,false,2066,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,427.71,428.14,427.72,428.70,false,2067,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,427.72,428.14,427.72,428.70,false,2068,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,427.72,428.14,428.10,428.70,false,2069,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,428.10,428.14,428.16,428.70,false,2070,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,428.14,428.57,428.16,428.70,false,2071,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,428.16,428.57,428.22,428.70,false,2072,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,428.22,428.57,428.44,428.70,false,2073,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,428.44,428.57,429.36,428.70,false,2074,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,428.57,428.57,429.36,428.70,false,2075,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,428.57,428.84,429.36,428.70,false,2076,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,428.70,428.84,429.36,430.91,true,2075,2.21,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,428.84,429.28,429.36,430.91,false,2076,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,429.28,429.85,429.36,430.91,false,2077,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,429.36,429.85,429.52,430.91,false,2078,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,429.52,429.85,429.61,430.91,false,2079,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,429.61,429.85,429.77,430.91,false,2080,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,429.77,429.85,429.90,430.91,false,2081,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,429.85,430.03,429.90,430.91,false,2082,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,429.90,430.03,430.33,430.91,false,2083,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,430.03,430.36,430.33,430.91,false,2084,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,430.33,430.36,430.43,430.91,false,2085,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,430.36,430.58,430.43,430.91,false,2086,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,430.43,430.58,431.13,430.91,false,2087,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,430.58,432.11,431.13,430.91,false,2088,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,430.91,432.11,431.13,432.89,true,2087,1.98,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,431.13,432.11,431.21,432.89,false,2088,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,431.21,432.11,431.98,432.89,false,2089,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,431.98,432.11,432.20,432.89,false,2090,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,432.11,432.16,432.20,432.89,false,2091,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,432.16,432.22,432.20,432.89,false,2092,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,432.20,432.22,432.41,432.89,false,2093,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,432.22,433.10,432.41,432.89,false,2094,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,432.41,433.10,432.49,432.89,false,2095,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,432.49,433.10,432.86,432.89,false,2096,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,432.86,433.10,433.82,432.89,false,2097,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,432.89,433.10,433.82,435.03,true,2096,2.14,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,433.10,433.44,433.82,435.03,false,2097,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,433.44,433.76,433.82,435.03,false,2098,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,433.76,434.12,433.82,435.03,false,2099,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,433.82,434.12,434.41,435.03,false,2100,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,434.12,435.52,434.41,435.03,false,2101,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,434.41,435.52,435.36,435.03,false,2102,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,435.03,435.52,435.36,436.37,true,2101,1.34,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,435.36,435.52,435.49,436.37,false,2102,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,435.49,435.52,435.52,436.37,false,2103,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,435.52,435.52,435.74,436.37,false,2104,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,435.52,436.40,435.74,436.37,false,2105,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,435.74,436.40,435.92,436.37,false,2106,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,435.92,436.40,436.02,436.37,false,2107,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,436.02,436.40,436.32,436.37,false,2108,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,436.32,436.40,436.45,436.37,false,2109,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,436.37,436.40,436.45,438.53,true,2108,2.16,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,436.40,436.67,436.45,438.53,false,2109,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,436.45,436.67,436.46,438.53,false,2110,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,436.46,436.67,436.51,438.53,false,2111,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,436.51,436.67,436.53,438.53,false,2112,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,436.53,436.67,436.73,438.53,false,2113,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
