L1,L2,H,Process Time
1.13340,0.35365,1.66574,2.34351
1.86227,0.29533,1.88764,3.12808
0.32890,0.21109,2.33231,3.57615
0.45472,0.36630,1.65350,2.26314
0.44346,0.10726,1.76062,3.21442
0.34332,0.21670,1.85363,2.90228
0.21085,0.06807,2.21784,2.79494
0.60225,0.36093,2.14480,2.87979
0.37125,0.48027,2.21970,2.17320
0.02902,0.17151,1.74409,3.17041
0.19138,0.03376,1.87422,2.86299
0.65419,0.24878,2.06359,2.91390
0.43888,0.15720,1.89103,2.31017
0.06558,0.32896,2.36939,2.96524
0.23368,0.16080,1.99541,2.28960
0.05058,0.09530,2.12201,2.82477
0.23536,0.33728,1.97515,2.97266
0.33634,0.02311,2.15791,2.98851
1.11050,0.85177,1.50415,3.52801
0.14104,0.01286,1.66039,3.39441
1.76746,0.03586,1.48871,3.31587
0.25952,0.82376,2.45778,3.07209
1.63232,0.44943,1.96939,4.06110
0.52506,0.04485,1.78016,2.08897
0.96022,0.46231,1.23963,2.05392
2.92267,0.12520,2.22223,3.74538
0.47809,0.21025,2.30160,3.24711
1.24227,0.48857,2.16561,2.86328
0.39035,0.07395,2.06022,2.92693
1.80622,0.00893,2.00310,3.94624
1.50493,0.21929,1.62025,2.73308
0.09797,0.02767,1.77384,2.29109
0.51395,0.23705,1.22152,3.64245
1.90341,0.11188,2.37930,3.39901
1.36806,0.11427,1.88189,3.37039
0.55455,0.13832,1.78412,3.56032
0.42065,0.27645,2.03448,2.08165
2.14406,0.40685,2.30923,3.14592
0.39856,0.25184,2.43443,2.32676
1.20147,0.40304,1.70881,2.88559
0.40781,0.07932,1.80438,3.26320
0.35114,0.18415,1.88252,2.96944
0.12613,0.03881,2.20367,2.28563
1.02629,0.59716,2.28795,2.64926
0.50321,0.38708,1.43143,2.15266
1.17189,0.13570,2.24357,2.62499
0.35331,0.23877,2.72226,2.25948
0.33550,0.15189,1.99867,3.55256
0.35638,0.00298,2.33723,3.25300
0.09283,1.15781,2.05168,2.77116
0.99134,0.18463,1.90741,3.46595
0.66225,0.01782,2.28935,3.12139
1.10635,0.52107,1.76424,3.36743
0.51633,0.06226,1.84503,2.70236
0.84854,0.01419,2.36910,2.20574
0.03391,0.47550,1.54544,3.62535
1.52484,0.12914,2.08845,3.33782
0.83889,0.11630,2.18098,2.70360
0.12237,0.05828,1.76843,3.29626
0.29705,0.39598,2.03750,3.05212
0.37924,0.38583,2.24985,2.94118
0.45383,0.05057,2.80829,2.46344
0.38836,0.18653,2.14997,3.20493
1.51721,0.11014,2.63918,3.32550
1.73003,0.05975,1.65433,2.19210
1.53123,0.25119,2.34664,3.60336
0.41398,0.88933,2.41361,3.22727
0.14892,0.05109,1.92406,3.31926
0.19031,0.04970,1.91596,3.63717
0.61190,0.15444,2.24353,2.68359
0.09501,0.04704,2.50542,3.53934
0.11761,0.12769,2.10424,2.86465
0.41879,0.00757,2.06399,3.21436
0.39387,0.26904,1.95227,3.91376
0.72326,0.03266,2.25235,3.61912
1.22808,0.09566,1.70591,2.88820
0.22831,0.18435,2.48189,2.66649
1.44663,0.43085,2.04352,2.48767
0.35760,0.20672,1.93246,3.23631
0.41445,0.05403,2.60544,3.21172
0.03356,0.06024,1.72480,2.47204
1.44789,0.00382,1.86504,2.67768
0.16370,1.20882,1.57651,2.55357
1.85986,0.07890,1.87567,3.40489
2.42943,0.03114,2.71337,3.62504
2.25887,0.90930,1.87060,3.37758
1.57623,0.44151,2.42849,3.61003
0.62780,0.00639,1.99280,3.28313
1.20155,0.14754,1.56919,3.79193
0.02858,0.08928,2.42707,2.60384
1.74721,0.10545,2.35089,1.80150
0.18090,0.02360,2.41010,3.19764
0.59629,0.44934,2.56550,2.91140
0.20283,0.20511,1.86616,2.03252
4.01818,0.04565,2.31138,3.72182
1.22878,0.37116,1.50744,2.96937
0.18843,0.16210,1.78023,2.99765
0.06440,0.16226,2.07126,2.82851
2.60751,0.22519,2.05397,3.28037
0.64171,1.44978,1.64268,2.81859
1.26375,0.07990,2.06686,3.09293
0.03691,0.30646,2.18686,3.12190
0.34644,0.64702,2.18068,2.86268
0.19117,0.04030,2.20963,3.37432
0.87848,0.04504,2.28779,1.47027
0.37232,0.24084,2.54647,3.03759
0.45214,0.22170,2.04160,3.23708
0.70058,0.17416,1.82179,4.26149
0.79984,0.23107,2.27017,3.80312
0.28300,0.03054,1.89523,2.97451
0.20680,0.25187,1.55389,3.29331
1.18984,0.47891,2.06037,2.86526
0.94759,0.38930,2.14199,2.72678
0.08793,0.02337,1.52106,2.59454
0.11011,0.02670,1.76507,2.10996
0.05286,0.31103,2.42619,1.82858
0.34595,0.07343,2.04525,2.44748
1.63530,0.02214,1.99944,3.03673
0.51051,0.76366,1.81655,4.07124
0.11590,0.30252,1.59326,2.55070
1.93001,0.42725,1.80968,3.25641
0.97297,0.30845,2.20637,2.90147
0.09390,0.52021,2.19435,3.21156
0.80000,0.01792,1.72324,2.40939
0.01850,0.52962,1.85503,3.56362
0.28712,0.00532,1.85277,2.59238
0.12306,0.03559,2.21665,2.50978
0.11108,0.42930,2.37667,2.20408
0.86724,0.14753,2.19301,3.06296
0.21788,0.24101,1.92136,3.09879
1.32256,0.21441,1.95857,2.86541
0.57699,0.02950,1.85565,3.22663
1.11188,0.28294,2.24566,2.91328
0.44585,0.29105,1.76364,3.48585
0.69573,0.12945,2.21070,3.73736
0.13232,0.02346,2.08298,3.73797
2.04879,0.16287,1.86764,3.85045
0.44724,0.69567,2.03782,2.31081
0.07416,0.18623,2.05010,2.84217
1.55086,0.21689,2.16725,3.95892
0.08148,0.32347,2.22653,2.53496
1.04465,0.00322,2.19292,2.88505
0.97618,0.00795,2.18898,2.98628
0.32646,0.03248,2.25266,3.47415
0.13091,0.08309,1.75396,2.73300
0.88176,0.07256,2.22744,3.45287
0.79777,0.18960,1.87838,2.94908
0.75450,1.42675,1.57176,2.37683
2.24887,0.53207,2.45356,3.37177
0.21398,0.41219,1.76136,2.26674
0.34634,0.22814,2.19212,2.36674
0.71229,0.72159,1.86332,3.98784
0.59453,0.79698,1.96344,2.63913
0.77968,0.41471,2.13254,3.43796
0.44851,0.08376,2.08331,2.31931
1.02760,0.00481,2.30621,2.55790
1.90223,0.19572,1.89388,2.85660
0.94046,0.14508,1.75762,2.31133
1.85779,0.41580,2.07881,2.89016
1.66310,0.49764,1.78657,3.14497
0.91412,0.08990,1.75482,2.58599
0.47887,0.14107,1.94262,3.52105
1.02097,0.07886,2.33498,2.90819
1.82777,0.04651,1.99833,3.04337
0.62018,0.07945,2.35909,3.07077
1.09488,0.26154,2.38444,3.11063
1.25103,0.19319,2.09854,2.54661
0.08423,0.07270,2.09653,2.91024
0.36586,0.13003,1.92851,2.66310
1.04675,0.43578,2.11219,2.20937
0.31738,0.27991,1.73445,2.52069
0.67199,0.06119,2.67453,2.79286
2.60136,0.27035,2.07360,2.81817
0.78462,0.07684,2.11709,2.94598
0.08824,0.54129,2.06632,3.85753
1.10797,0.10988,1.86227,3.48417
1.15039,0.04435,2.32882,2.54464
0.43487,0.13188,2.63899,2.07288
0.12522,0.26075,2.41684,2.23752
0.45450,0.58822,2.14732,2.27840
0.06338,0.21660,2.24577,4.48302
0.11272,0.23966,2.22324,2.57791
0.32919,0.13833,1.97589,2.34164
1.89710,0.72368,2.49517,3.54970
0.23092,0.50892,2.14056,2.67534
1.00776,0.46542,2.58430,1.95270
0.12933,0.23570,1.58944,3.55066
1.48973,0.07994,2.12676,2.66390
0.26866,0.20641,2.08912,2.53429
0.23508,0.09086,1.81927,2.68571
0.48775,0.05170,2.11958,2.19471
0.14292,0.17321,2.10517,3.52140
0.15122,0.09933,2.13231,2.82722
0.11720,0.12263,1.38834,2.61392
0.23116,0.19050,2.17002,2.96604
0.16573,0.15823,2.60084,2.01330
0.92224,0.57640,2.12179,2.76998
1.28808,0.34867,1.89039,3.26764
0.71862,0.40896,1.61723,2.35067
0.50815,0.01801,1.18745,2.77152
0.41010,0.28937,2.16407,2.44058
0.93350,0.00455,1.80780,2.48452
0.09465,0.20104,1.69660,2.51440
0.64756,0.44316,2.25537,3.08140
0.16328,0.29402,2.19367,3.06731
1.99316,0.07797,1.90443,2.12204
0.09136,0.21248,2.00626,2.97968
0.28330,0.14148,2.02328,3.06557
0.03633,0.11200,2.49398,3.39222
1.13916,0.15718,2.42597,4.24833
0.57292,0.16048,1.57913,4.23761
1.03524,0.12000,1.89142,3.09611
0.27275,0.00387,2.08957,2.70326
0.01328,0.29452,1.88363,3.08736
1.20019,0.20740,2.02563,1.50485
0.91766,0.29350,2.34407,2.84417
1.08465,0.30504,2.58792,2.67010
0.11015,0.00187,1.90284,3.18003
0.18435,0.11736,1.88433,3.12854
0.16950,0.20848,1.89601,3.61947
0.30097,0.37463,2.03196,2.58137
0.00110,0.17857,1.56005,3.55184
0.38501,0.29640,1.93616,2.60114
0.19777,0.70436,2.01616,3.31957
1.02100,0.02259,2.18593,2.36904
0.24658,0.66045,2.00622,2.47209
0.58669,0.00453,2.02685,2.68947
0.58709,0.11194,2.05126,3.25057
0.41380,0.66127,2.45111,2.97093
0.85319,0.09036,2.30452,3.42382
0.23694,0.10929,2.19024,2.84023
0.00210,0.06064,2.32761,2.72423
0.95806,0.61826,1.99213,2.92103
0.86551,0.16872,2.86848,2.70890
0.69147,0.28523,2.34304,3.96288
2.38516,0.47926,1.32637,2.32193
0.76442,0.34283,1.88840,2.69676
0.59579,0.22130,2.20954,3.24493
2.36411,0.06647,2.09783,2.64415
0.45048,0.15661,2.45847,3.94492
1.15199,0.41268,2.44136,2.44872
0.02810,0.01238,2.31555,3.04955
0.10649,0.43248,2.17428,1.97625
0.22800,0.34289,2.12338,3.15936
0.46961,0.98547,1.58201,2.85832
1.25624,0.12931,2.52390,2.70772
0.15070,0.16580,1.98006,2.57990
0.34391,1.07281,2.13328,4.01635
0.08501,0.61195,1.63363,2.46329
0.60397,0.02783,2.12116,3.90188
0.57045,0.23343,2.11955,3.17351
0.04329,0.08602,1.67142,2.45698
0.28877,0.04227,1.44836,2.22331
1.05581,0.09157,2.04392,3.18364
0.11258,0.03972,1.79175,2.14851
1.07162,0.46387,2.05470,2.94380
0.94864,0.40084,1.65365,3.52345
0.55661,0.24376,2.16238,2.54421
0.19776,0.05338,2.46952,3.80148
0.17816,0.13988,1.96063,3.41867
0.10755,0.16015,1.34033,2.84250
0.14416,0.15104,2.11182,3.78397
0.21338,0.95738,1.80437,2.90993
0.03969,0.00568,1.80047,3.03719
0.92344,0.00950,1.86766,4.37801
0.06114,0.23388,2.29035,3.79949
1.51656,0.04974,2.34791,3.80934
0.03059,0.07207,2.28538,3.32977
0.00061,0.11902,1.76643,2.69152
0.47041,0.00586,1.63330,2.07812
0.24111,0.00025,1.95842,3.14394
1.20802,0.07929,2.42953,3.47318
0.45794,0.37421,2.24616,3.12797
1.16051,0.31097,1.44486,2.31500
0.89493,0.53385,1.78077,3.21616
0.61237,0.70796,2.02078,3.09708
0.65165,0.47739,2.14024,3.73956
0.11512,0.29898,1.66306,2.94704
1.36017,0.03974,1.92044,2.60617
0.13905,0.33757,2.39456,3.70528
0.26432,0.20377,1.91770,2.75217
0.68627,0.02670,2.12115,2.70331
0.76441,0.09216,1.90029,3.64654
0.11967,0.15317,1.76486,3.07882
0.52896,0.28980,1.62148,3.32437
0.77786,0.01040,2.27176,3.84722
1.69712,0.07875,2.05014,3.01508
0.20846,0.04153,2.16981,4.09446
0.04708,0.04388,2.08193,4.36543
0.25266,0.89914,1.83663,2.99076
1.04145,0.00923,2.28706,2.24741
0.03570,0.57188,1.80583,3.61371
0.48442,0.75160,1.78918,2.88479
0.20781,0.02784,2.09741,2.41197
0.61993,0.10181,2.55069,2.36186
1.01022,0.59676,1.96783,2.57207
3.11403,0.11777,2.08142,3.27687
0.22973,0.21236,1.38528,3.11452
0.58276,0.09588,1.71011,3.08081
0.19106,0.16221,1.99502,3.70006
0.29706,0.40540,1.75910,2.32714
0.35020,0.22642,2.12228,3.42785
0.61083,0.32598,2.19006,3.11112
0.42878,0.01830,2.24387,3.38078
0.10020,0.38916,1.68995,2.48757
0.07885,0.30527,2.23213,2.94256
2.44062,0.00529,2.00797,2.92338
1.37776,0.13043,1.39772,3.26919
1.45754,0.02799,2.12767,1.47819
0.14074,0.20359,2.12681,2.94065
1.41631,0.11876,1.89650,2.85402
0.26094,0.01636,1.63925,3.00166
0.87140,0.09868,1.67288,2.50706
0.91684,0.12873,1.93893,3.05982
0.08217,0.18168,1.61615,3.11555
0.99975,0.32887,1.42405,3.23652
0.14448,0.15312,2.52113,2.51119
0.31028,0.13426,2.02826,3.35849
0.98920,0.40718,1.54016,2.95619
0.33409,0.03684,1.78276,2.23663
0.01827,0.01432,1.39134,2.24156
1.97982,0.07717,1.68425,3.63020
0.19239,0.26992,2.00125,2.62053
0.68369,0.00579,2.03457,2.89887
2.48824,0.02941,1.97606,3.79749
0.29335,0.61528,1.58039,4.05808
1.42505,0.13096,1.88291,2.88385
0.14077,0.04061,1.88374,3.49809
0.61698,0.02344,1.75789,2.97364
0.05291,0.24534,1.00212,2.13251
0.60793,0.80449,1.74493,3.30530
0.05105,0.08941,1.74666,3.57873
0.08367,0.08853,1.84130,2.81447
0.73687,0.02175,2.82647,3.20659
0.68934,0.46744,2.17918,3.46856
0.20879,0.12039,2.40489,3.45373
0.81969,0.07340,1.99786,2.41903
0.25776,0.76882,1.61266,2.59178
1.00189,0.57298,1.87823,2.24937
0.88630,0.07182,2.45671,2.79161
0.05805,0.00741,2.04893,3.00049
0.12639,0.53584,1.41667,2.65808
0.57733,0.66386,2.10791,3.74086
0.04153,0.01676,2.55661,3.37352
0.13032,0.51488,2.05890,3.45187
1.11948,0.11411,1.58961,3.14645
0.13778,0.22516,2.18550,3.21869
0.44626,0.38534,1.67428,2.21338
0.31508,0.20381,2.77224,2.11130
0.74769,0.68942,1.93198,3.03745
1.56411,0.07696,1.70912,3.41781
1.44518,0.11163,1.96609,2.94401
1.28730,0.28576,2.06391,3.15218
0.80564,0.03650,2.48977,3.16709
0.03398,0.00925,2.13329,3.23336
0.27437,0.07133,1.72795,2.56075
0.25964,0.04183,2.18757,2.82714
0.48648,0.34134,1.72598,2.60320
0.59604,0.28486,2.36337,1.39241
0.40039,0.16387,2.34915,2.74399
0.01315,0.18463,2.12785,3.09874
0.13361,0.00229,2.43276,3.67972
0.11417,0.04420,2.50031,3.79682
0.27342,0.27929,2.14997,2.09124
0.90122,0.18977,1.39964,2.99779
0.74082,0.11600,1.96375,3.13863
0.50781,0.94359,1.72299,2.54989
0.58353,0.21645,1.59878,2.41534
0.62002,0.07504,2.10240,2.34561
1.05989,0.14338,1.82752,3.72759
0.07953,0.14400,2.44274,3.36641
1.18265,0.04129,1.79319,3.82333
0.06519,0.55566,2.11175,3.13133
0.03827,0.08761,2.05996,3.14173
0.01097,0.20087,2.30036,2.64530
1.49851,0.20983,1.76199,3.52814
0.46674,0.45449,2.72700,3.31460
0.46174,0.17547,2.30913,3.39369
0.48938,0.01301,2.55264,2.91834
0.25681,0.17031,1.87045,3.60307
0.29475,0.27298,2.22379,2.11610
0.41925,0.41038,2.07325,3.27138
0.06981,0.54143,2.31190,2.45685
0.45873,0.33254,2.11676,2.29909
1.07003,0.48202,2.30903,3.65484
0.41408,0.64084,1.81788,2.78890
0.60634,0.01750,2.05756,2.53525
2.34303,1.16094,1.88956,2.83341
0.58055,0.49734,2.33354,3.17327
1.86887,0.00944,2.15396,3.39657
0.41707,0.39922,2.20711,2.49393
0.05430,0.02796,1.88080,3.29262
0.07269,0.05756,1.82490,3.18488
0.09907,0.15824,1.93878,3.10249
1.16717,0.17905,1.64956,3.32665
0.23031,0.13097,2.10930,3.75855
0.83821,0.06929,2.07680,2.74618
0.56383,0.40876,1.85794,2.82634
0.75173,0.50380,1.95077,3.07205
0.03461,0.15935,1.69645,3.14497
0.33204,0.03572,2.06610,3.28435
0.25362,0.63834,1.70314,3.38600
0.04983,0.00517,2.31639,3.69177
1.61981,0.02243,1.70451,2.56753
0.00099,0.07077,2.02147,3.61929
0.38135,0.02749,1.96042,3.53863
0.50713,0.26270,2.11928,3.30187
0.86679,0.13592,1.84839,3.08326
0.04958,0.22844,2.23555,3.53977
0.40782,0.47651,3.06464,2.84631
0.13418,0.04824,2.20126,2.75103
0.41710,0.00571,2.26242,3.16516
0.71076,0.13460,2.05304,2.79831
0.91916,0.41111,1.90075,3.06020
0.84970,0.76106,1.50151,3.05442
0.05435,0.24721,2.12108,4.42865
0.68284,0.26667,1.32161,3.43089
0.40223,0.16739,1.86223,3.15210
0.42712,0.08934,1.61691,2.54773
1.93154,0.37089,1.37821,2.21892
0.80726,0.35875,2.45476,3.34263
0.25179,0.66866,1.98399,4.37498
0.92700,0.15121,2.46073,3.49493
0.03535,0.25564,2.10027,3.34590
0.41810,0.09478,2.51279,2.71376
1.11784,0.08021,1.96409,2.69104
0.06895,0.07828,1.94403,2.76271
0.25000,0.22303,1.95557,2.28337
1.03714,0.14059,1.91875,3.72151
0.07153,0.14526,2.02367,3.47043
3.20082,0.46410,1.74758,2.90899
0.78522,0.10148,2.04999,2.54551
1.74595,0.06028,2.30562,3.25489
0.32994,0.31731,2.09213,3.08552
0.32968,0.20859,1.86630,3.16948
0.34778,0.05631,1.96772,2.48535
1.00096,0.08185,1.96875,2.08838
0.20974,0.61925,1.69727,2.75656
0.60228,0.00498,1.61783,2.03219
0.82572,0.78922,1.98634,3.11662
0.61115,0.09724,2.36155,2.67725
0.21753,0.12177,1.82367,2.92382
0.29488,0.22294,1.79169,3.12346
1.61604,0.71248,2.83613,2.74354
0.17419,0.35409,1.87300,2.36886
0.97822,0.27716,1.96735,2.82075
0.60690,0.69483,2.25918,2.88113
0.59583,0.18949,2.46320,3.42358
0.33324,0.49243,1.94454,2.96080
0.27138,0.06630,1.89410,3.27034
0.71792,0.44791,2.37217,2.53489
0.77701,0.10652,1.39309,2.66363
0.01636,0.75767,2.01858,2.58108
0.16659,0.06378,1.94535,3.63982
0.81262,0.02262,1.66200,2.98444
0.34832,0.58415,2.07806,2.65570
0.29099,0.01274,1.91972,3.78332
1.14999,0.04936,1.44786,3.29169
0.57332,0.00019,1.85941,2.70742
2.70927,0.72709,1.87695,2.77896
0.38213,0.04067,1.90116,3.77642
0.31501,0.02725,1.98279,3.05305
1.07260,0.07504,2.11381,2.88966
0.11162,0.13758,2.33659,3.25737
0.62349,1.07303,1.90214,2.10880
0.00528,0.07118,1.86103,2.93836
0.04330,0.20988,2.25716,3.71822
0.56274,0.18054,2.41361,2.84948
0.13903,0.12756,2.34652,2.93181
0.20493,0.54549,2.27345,3.24001
0.03471,0.52355,2.04298,3.31218
0.80503,0.74977,2.18413,2.62523
1.93298,0.23026,1.79496,2.29353
0.32820,0.27633,1.23192,2.48244
0.78858,0.76882,2.14730,3.50771
0.22824,0.37076,2.71305,2.43624
0.21155,0.15174,1.82906,2.73415
0.96587,0.29193,2.36089,3.26954
0.68690,0.32607,2.04698,3.15785
0.03743,0.16439,2.40240,2.51346
0.84859,0.20065,1.89776,1.77421
0.71922,0.32572,1.68915,2.87953
0.29113,0.03102,2.28924,3.38747
0.25993,0.08911,2.12709,2.39483
1.27023,0.06600,2.01118,3.24692
0.60767,0.10668,1.46984,3.85051
0.42568,0.27405,2.09908,2.38308
0.80887,0.43551,1.63697,2.08584
0.10743,0.03654,1.86998,3.06139
0.83211,0.10828,2.24716,2.62376
1.05104,0.15492,2.62782,3.51939
0.10936,0.13640,1.97138,3.27198
0.66576,0.10760,1.98910,2.82996
1.55630,0.01224,1.50775,2.78863
2.17696,0.38808,1.87670,2.44151
0.01242,0.21348,2.10801,3.09445
0.67329,0.30212,1.92211,3.28953
0.40333,0.50466,2.23445,3.32249
0.02638,0.95287,1.93893,1.97369
0.09940,0.30780,1.88598,2.59834
0.85699,0.36546,1.96308,2.45753
0.32697,0.05482,2.05828,2.83039
0.05791,0.22332,1.46636,2.96518
0.08148,0.01384,1.96868,3.60980
0.75118,0.57706,1.85436,3.72766
0.53870,0.04155,2.42787,2.11874
0.37861,0.24193,1.65424,3.01763
0.03613,1.06443,2.34883,2.16776
0.47087,0.20995,1.62513,3.22908
0.47815,0.15712,1.76031,3.11947
0.20405,0.36791,1.70912,2.18414
0.75754,0.44659,2.05225,3.32175
0.32821,0.07476,2.05582,3.38473
0.46454,0.03490,2.17628,3.33027
0.31057,0.02133,1.31478,3.68797
0.63933,0.01715,2.13819,3.09190
0.96706,0.29309,1.83301,3.33879
0.30005,0.06862,0.90113,2.39199
0.20540,0.12702,2.53675,3.16131
0.82973,1.06656,1.77442,4.22527
0.68219,0.13996,1.93780,3.08288
1.18902,0.15325,2.09396,3.56925
0.51737,0.41139,2.32197,1.92738
0.16846,0.22146,1.80918,2.84230
0.82657,0.19841,2.23764,3.51685
0.09943,0.44783,2.05244,3.20181
0.53088,0.54163,2.03655,3.22922
0.95893,0.06654,1.97769,2.13150
0.23511,0.23953,1.94776,3.63795
0.41523,0.01522,2.32412,3.24831
2.02640,0.41916,1.87759,2.87942
0.26403,0.10588,1.99875,1.69801
0.01338,0.26220,1.94520,3.45516
0.29565,0.13618,1.78152,2.90517
1.87028,0.16579,1.65552,2.36964
0.02528,0.04815,2.00311,3.00550
0.56915,0.38109,1.84428,2.80530
0.55786,0.41131,1.26136,2.96124
1.21105,0.13149,1.54227,3.75111
0.15165,0.01546,1.72125,3.56022
0.80301,0.30346,2.44944,3.15318
0.33209,0.18477,1.47542,2.57712
1.79773,0.19697,2.06587,3.07551
0.13092,0.12500,1.69319,3.31848
0.03452,0.23368,1.64392,3.01959
0.23276,0.00226,1.96152,2.04111
1.21745,0.04264,1.82978,2.70218
0.08520,0.47037,2.47004,3.31854
0.34854,0.03914,1.59086,3.68711
0.16284,0.89918,2.38429,2.82611
0.29715,0.10113,1.67160,3.03286
0.27385,0.02084,1.71659,2.31206
0.47776,0.84549,2.61377,3.11428
0.18909,0.29039,2.40253,2.13247
0.05090,0.26623,1.71193,3.61500
0.42581,0.31547,1.78828,2.83468
0.14129,0.54541,2.19435,2.32208
0.31523,0.07508,1.78767,2.88102
0.20445,0.46585,1.69219,2.79263
0.82908,0.16309,1.95753,3.28418
0.74944,0.00903,1.66793,2.60326
1.60520,0.65512,2.56466,2.70030
0.25772,0.18276,2.25101,3.57431
1.01818,0.30720,1.97471,2.67592
0.00567,0.83990,2.08381,3.37116
0.05682,0.31111,1.65125,2.57720
0.05139,0.09665,1.76648,2.72571
0.15250,0.08755,1.87663,3.96472
1.00591,0.01560,2.23378,3.05843
0.58214,0.32748,2.25231,3.16072
0.71943,0.75847,1.55820,3.45203
0.15278,0.06937,1.53527,2.93196
0.19685,0.12613,1.65203,2.98681
0.34590,0.15650,2.31101,2.93641
0.52365,0.24537,2.17886,3.92413
0.13660,0.11107,2.21305,3.05674
2.77905,0.04779,2.11341,2.29106
0.07926,0.11396,1.85682,2.08973
0.47477,0.08226,1.68716,3.49945
0.34105,0.31458,1.73663,4.00601
0.04028,0.11108,2.00731,3.29054
0.01245,0.84554,1.90643,2.80314
1.01737,0.26332,2.26978,3.49919
0.67324,0.90080,1.71211,3.31658
0.59542,0.19247,1.85060,2.81003
0.33185,0.10687,2.46574,3.34198
1.61533,0.00226,1.88578,3.36752
0.51117,0.17909,1.78949,2.82395
0.28726,0.02549,1.95078,1.90794
0.24641,0.18911,2.43968,2.84723
0.35625,0.04748,1.82481,3.83622
1.02842,0.00581,1.61892,2.51664
0.13250,0.07263,2.07775,2.80179
0.67520,0.23715,2.34052,2.59818
0.10554,0.82002,1.93739,3.17225
1.53660,0.01001,1.83653,2.63275
0.11019,0.08090,1.87715,3.26473
0.05099,0.30802,2.16237,4.21389
0.30695,0.01425,1.53818,2.09791
0.88864,0.28295,1.43680,3.40641
0.24344,0.34035,2.28526,2.91106
2.06423,0.10373,1.66230,2.96355
0.16070,0.00372,2.14512,2.79851
0.03765,0.18511,2.13039,3.01518
0.21762,0.06866,2.60669,2.73994
0.52132,0.03086,2.04173,1.88163
1.66084,0.29122,2.12239,2.96951
0.43494,0.05665,1.96019,2.68093
0.56168,0.36923,1.57043,2.90004
0.45629,0.06205,1.77916,2.88722
0.06690,0.15656,1.99326,3.01690
0.61655,0.94906,1.95519,2.12206
0.24118,0.10579,2.21912,3.44432
0.90923,0.08391,1.70464,3.92679
0.28713,0.08293,2.04489,3.07500
1.35812,0.11416,2.32054,3.14547
0.73606,0.30713,1.69967,3.28613
1.37726,0.19980,1.59545,2.84955
0.43473,0.02416,2.28158,2.85201
0.43382,0.16025,2.37534,2.96902
0.32394,0.18143,2.47866,3.46778
0.14314,0.22553,1.88339,2.05470
0.99553,0.12969,2.10832,3.33878
0.29621,0.27311,1.96420,3.69846
1.43832,0.15220,2.48863,2.83057
0.79246,0.24872,2.33273,3.43902
0.73179,0.13779,2.63137,3.35790
2.09944,0.19794,2.00308,3.58196
0.27630,0.04989,1.83271,3.19317
0.92200,0.09916,2.57780,2.41370
0.74757,0.66236,2.01825,3.38125
1.01874,0.23013,2.04757,2.67624
1.32608,0.29699,2.21991,2.86842
0.00654,0.41815,2.52015,3.01774
0.65768,0.02206,1.32076,3.62862
0.27599,0.04763,1.65137,3.35729
0.57423,0.01528,2.07929,3.27523
0.19664,0.03145,1.76488,2.81632
0.18761,0.27368,2.17131,3.58144
1.15718,0.15176,2.57876,3.25853
0.31796,0.07816,2.02199,3.21983
0.79552,0.05973,1.90339,3.68527
1.75758,0.07885,1.97657,3.15854
2.75083,0.10293,1.87489,3.49049
0.19400,0.06780,2.42141,3.20356
1.26302,0.16311,2.14853,2.71309
0.18024,0.08507,2.28521,3.21963
1.37756,0.02550,1.19333,2.98077
0.05550,1.29678,2.14793,4.13004
1.61705,0.48613,1.85156,3.84636
0.89477,0.21256,1.49160,2.52772
2.03882,0.04810,2.03021,2.65318
0.15778,0.06744,1.17764,2.58586
0.95522,0.14137,2.20683,3.07581
0.28047,0.27152,2.09809,3.85825
0.53717,0.18961,0.99183,3.66584
2.02623,0.25234,1.45743,3.54574
0.03692,0.02238,1.92292,2.86830
0.14149,0.09069,2.30575,3.81914
1.16714,0.30068,1.60742,3.29842
0.03167,0.24604,2.13585,3.65014
0.04865,0.06425,2.36457,3.24023
0.56130,0.31679,1.73502,3.29526
0.91244,0.10750,1.94068,2.80328
0.10810,0.40913,2.38423,2.86818
0.53056,0.11120,2.23410,3.69461
0.34075,0.15368,1.63582,2.84905
0.74280,0.12371,1.80579,3.98897
0.05855,0.12095,1.88505,3.45539
0.22102,0.03844,2.11089,3.44286
0.21045,0.20534,1.62299,3.19789
0.04946,0.05051,2.07211,3.79149
0.51693,0.01695,2.02245,3.27026
0.05917,0.01470,1.72202,4.07054
0.84683,0.08428,2.04478,3.14230
1.21361,0.25634,2.17471,3.34673
0.06409,0.26461,2.02857,2.90421
2.52256,0.13305,2.30351,3.22994
0.80964,0.09323,2.05764,2.68099
0.69692,0.23234,2.31721,3.38661
0.03155,0.68069,1.80358,2.89784
0.27381,0.12000,2.03352,2.56788
1.50594,0.01278,2.55104,2.97803
0.30207,0.03765,2.05962,3.40159
2.17504,0.41235,1.51313,3.26975
0.00238,0.16688,1.76639,3.01175
1.14858,0.31266,1.70175,3.19822
0.79145,0.26076,2.31177,2.22346
0.98875,0.11493,1.85893,2.05393
0.40354,0.33644,1.80270,3.27316
0.07908,0.32806,2.11159,3.88240
0.96176,0.06010,1.92564,2.95786
0.91641,0.41340,2.11684,2.81368
1.35434,0.01062,2.00164,3.47506
0.32722,0.24032,1.74055,3.02741
2.18880,0.34925,2.37395,2.75925
0.82548,0.13618,1.93342,2.34283
1.09213,0.26722,1.88280,3.06983
0.38681,0.67168,2.05160,2.35356
